product_id,product_category,region,current_price,optimized_price,demand_forecast,inventory_level,manufacturing_cost,supply_chain_cost,profit_margin,optimization_result
395353,Consumer Goods,Europe,4167.43,4664.97,2349,4574,1180.46,526.88,2957.63,Unchanged
442042,Consumer Goods,Europe,3480.07,3467.62,5880,2719,647.7,1100.62,1719.3,Improved
595948,Industrial,Asia-Pacific,3088.31,3510.44,1907,3365,1129.39,170.55,2210.5,Unchanged
600967,Energy and Building Technology,North America,2924.06,2782.74,9930,4231,2973.03,927.58,-1117.87,Improved
314830,Consumer Goods,North America,3842.7,4067.68,7402,4404,2215.38,1154.66,697.64,Unchanged
129091,Industrial,Europe,3757.2,3332.96,1546,3019,2972.48,691.71,-331.23,Improved
814764,Consumer Goods,Africa,2252.67,2362.28,6801,259,333.74,853.54,1175,Unchanged
351803,Consumer Goods,Europe,811.95,860.63,8884,114,1550.01,375.98,-1065.36,Unchanged
404981,Consumer Goods,North America,3957.66,4327.54,6576,3776,251.75,1957.64,2118.15,Unchanged
496507,Energy and Building Technology,South America,3740.24,4076.06,1043,2775,1166.96,1666.82,1242.28,Unchanged
976345,Consumer Goods,North America,285.85,280.44,4818,4192,2212.35,1508.59,-3440.5,Improved
597742,Automotive,Asia-Pacific,2823.95,2895.48,9151,216,2571.14,801.52,-477.18,Unchanged
290171,Consumer Goods,Africa,606.98,495.24,2408,1819,2806.86,1797.63,-4109.25,Improved
459635,Industrial,Asia-Pacific,3901.8,3657.01,4374,1959,1550.51,1754.35,352.15,Improved
355204,Energy and Building Technology,Europe,4444.86,4932.39,6013,709,1573.35,1534.73,1824.31,Unchanged
994583,Industrial,Asia-Pacific,3101.45,3337.55,2145,1111,1997.76,998.13,341.66,Unchanged
595080,Automotive,South America,4784.66,4492.07,8683,3318,1702.45,572.64,2216.98,Improved
604126,Industrial,Africa,843.07,998.04,3104,4312,1897.33,933.68,-1832.97,Unchanged
254939,Automotive,South America,4096.18,4082.94,7921,4707,1183.7,1251.94,1647.3,Improved
537085,Consumer Goods,North America,3428.66,2998.9,5503,1409,1898.51,1412.79,-312.4,Improved
630401,Automotive,Asia-Pacific,4299.23,3660.67,7429,1016,2935.91,599.45,125.31,Improved
539999,Consumer Goods,Africa,3764,3403.98,8736,613,814.28,1596.67,993.03,Improved
389508,Consumer Goods,Asia-Pacific,1037.58,870.18,2031,234,1815.47,173.03,-1118.32,Improved
638581,Automotive,Africa,4141.54,4184.38,7058,1558,554.02,1032.59,2597.77,Unchanged
921760,Energy and Building Technology,North America,2649.13,2171.8,8682,4011,2019.27,640.47,-487.94,Improved
440899,Consumer Goods,Europe,4730.62,5521.72,5555,4687,1649.26,1466.82,2405.64,Unchanged
348900,Energy and Building Technology,Europe,1593.16,1740.05,1692,4164,392.47,1900.42,-552.84,Unchanged
760348,Automotive,Africa,4781.26,5193.43,2102,1724,1518.87,1938.21,1736.35,Unchanged
269613,Automotive,Africa,4996.42,4204.56,4174,3857,958.76,1148.43,2097.37,Improved
849945,Industrial,Africa,3356.49,3808.75,1403,1040,2836.14,1009.1,-36.49,Unchanged
239177,Industrial,North America,161.9,145.09,5571,2622,2148.03,1050.36,-3053.3,Improved
863097,Industrial,Africa,3008.84,3371.6,3870,3330,552.12,134.45,2685.03,Unchanged
126869,Industrial,South America,2765.25,2958.85,4734,4259,2418.83,744.28,-204.26,Unchanged
869864,Automotive,North America,2211.82,2158.93,3684,3307,1517.79,753.09,-111.95,Improved
165078,Consumer Goods,Africa,1202.5,981.69,9129,3664,1897.3,282.37,-1197.98,Improved
946894,Consumer Goods,Europe,3320.14,2703.03,2962,4880,2374.93,363.8,-35.7,Improved
987173,Energy and Building Technology,South America,3888.68,3687.91,7582,2468,1578.27,1271.73,837.91,Improved
721519,Energy and Building Technology,South America,2306.84,2458.69,9103,2729,1530.39,475.82,452.48,Unchanged
271469,Automotive,Asia-Pacific,2681.69,2310.96,6000,3089,1980.51,1895.21,-1564.76,Improved
691492,Automotive,North America,169.9,192.6,8255,3558,1977.45,1378.01,-3162.86,Unchanged
965417,Automotive,North America,2100.75,2240.87,2847,3778,2958.43,1631.65,-2349.21,Unchanged
586679,Consumer Goods,North America,195.15,161.72,7869,3043,2459.98,474.87,-2773.13,Improved
117576,Energy and Building Technology,Africa,3492.38,3106.39,4446,324,2123.01,238.45,744.93,Improved
627894,Energy and Building Technology,North America,1247.12,1144.61,9843,3297,2495.98,1530.89,-2882.26,Improved
847995,Automotive,South America,1540.27,1461.35,9881,4230,480.45,610.45,370.45,Improved
275473,Consumer Goods,Asia-Pacific,4566.25,3878.34,6111,3027,796.71,1869.3,1212.33,Improved
160871,Automotive,Europe,3600.75,3095.8,2073,437,353.21,886.4,1856.19,Improved
525734,Industrial,Europe,4172.01,4420.33,3397,2448,1163.24,1797.06,1460.03,Unchanged
482872,Consumer Goods,Asia-Pacific,4875.59,5088.85,1941,3796,189.59,1519.06,3380.2,Unchanged
949562,Automotive,South America,2310.94,2327.01,5079,625,2048.48,1623.5,-1344.97,Unchanged
487030,Consumer Goods,Europe,1130.32,1065.74,3124,1273,191.96,1793.65,-919.87,Improved
471745,Industrial,North America,3816.23,3529.33,5281,1512,2062.21,249.95,1217.17,Improved
168839,Automotive,Africa,3835.94,4461.03,7580,3835,567.62,1626.4,2267.01,Unchanged
201919,Industrial,North America,678.86,632.8,5709,211,1241.9,1325.92,-1935.02,Improved
257854,Industrial,Europe,741.03,607.08,6741,3071,2532.71,1008.38,-2934.01,Improved
755634,Automotive,South America,411.42,374.43,1981,3913,1642.35,350.23,-1618.15,Improved
822231,Energy and Building Technology,Asia-Pacific,1657.57,1885.41,9103,945,2181.68,987.54,-1283.81,Unchanged
801868,Automotive,North America,2851.13,2747,8819,346,2280.79,1979.39,-1513.18,Improved
839389,Consumer Goods,Africa,3209.76,2761.75,3820,4382,574.89,61.76,2125.1,Improved
327638,Automotive,North America,3454.37,3928.69,1707,4748,2390.4,1631.04,-92.75,Unchanged
419850,Consumer Goods,Africa,2650.3,2367.37,7380,929,2923.33,643.24,-1199.2,Improved
724613,Automotive,South America,1017.13,987.2,2695,3736,595.11,1886.15,-1494.06,Improved
317541,Industrial,North America,3500,3680.84,1793,4112,534.75,695.32,2450.77,Unchanged
833031,Automotive,South America,987.16,890.93,7888,3950,1087.99,795.38,-992.44,Improved
436997,Industrial,South America,181.08,153.23,8665,4259,2455.43,1966.46,-4268.66,Improved
905569,Industrial,South America,3714.51,4358.24,8861,4681,1949.99,983.33,1424.92,Unchanged
254129,Automotive,Africa,237.37,212.18,7922,2444,2497.59,499.83,-2785.24,Improved
497602,Consumer Goods,North America,3480.39,3734.75,4577,2330,317.97,1835.76,1581.02,Unchanged
958346,Energy and Building Technology,Africa,1240.17,1338.4,2148,4557,1497.88,58.56,-218.04,Unchanged
915085,Automotive,Africa,3159.89,3272.68,5634,4589,1402.09,1083.62,786.97,Unchanged
276626,Industrial,Africa,578.52,669.46,9528,1427,1728.18,1995.47,-3054.19,Unchanged
167749,Automotive,Africa,501.63,564.64,1415,3506,793.77,307.87,-537,Unchanged
757005,Industrial,North America,3031.91,3036.6,7642,1420,1751.46,153.33,1131.81,Unchanged
319284,Energy and Building Technology,North America,3459.55,3615.8,9535,520,1110.65,982.47,1522.68,Unchanged
384682,Automotive,Africa,2114.53,1996.71,4549,2596,732.62,1701.36,-437.27,Improved
228882,Consumer Goods,Asia-Pacific,4635.6,4820.08,8951,1695,2193.92,342,2284.16,Unchanged
885875,Automotive,Asia-Pacific,3805.28,3598.13,6687,3997,454.74,619.74,2523.65,Improved
400917,Consumer Goods,Asia-Pacific,4364.5,3618.31,9243,3185,431.22,1068.17,2118.92,Improved
373296,Industrial,South America,4961.25,5835.67,6711,942,1183.93,1763.57,2888.17,Unchanged
258378,Industrial,Africa,2369.34,2500.66,5874,2395,2561.72,1195.06,-1256.12,Unchanged
483609,Energy and Building Technology,Africa,416.3,433.57,5834,2787,2949.52,900.65,-3416.6,Unchanged
424363,Industrial,Africa,3726.1,3002.74,8540,2017,2580.93,757.43,-335.62,Improved
840524,Automotive,South America,4917.1,5506.72,9692,2784,2574.95,395.14,2536.63,Unchanged
677426,Automotive,Asia-Pacific,1870.85,1919.55,3472,852,580.9,1945.36,-606.71,Unchanged
396508,Consumer Goods,North America,3205,3167.45,9121,3350,2827.89,1259.85,-920.29,Improved
749520,Automotive,Asia-Pacific,149.99,144.19,5258,1041,1852.78,1292.42,-3001.01,Improved
121279,Consumer Goods,North America,3852.45,4237.41,3824,4864,2202.29,875.91,1159.21,Unchanged
404831,Automotive,North America,153.89,147.65,7777,1627,2171.71,390.62,-2414.68,Improved
258101,Energy and Building Technology,Africa,137.42,133.53,5421,4646,2533.01,872.86,-3272.34,Improved
155997,Energy and Building Technology,South America,197.92,200.74,7960,4365,498.44,1858.85,-2156.55,Unchanged
946072,Automotive,Africa,2471.88,2646.79,9538,619,106.04,1408.75,1132,Unchanged
641996,Industrial,Europe,4645.94,4559.04,9163,2605,196.66,1426.56,2935.82,Improved
364225,Automotive,South America,2969.11,2427.01,3074,4446,2414.26,895.81,-883.06,Improved
313631,Industrial,Asia-Pacific,2729.88,2511.25,8679,553,1822.59,1780.8,-1092.14,Improved
206425,Energy and Building Technology,Europe,2233.92,2617.79,2045,3481,1241.17,943.88,432.74,Unchanged
224132,Energy and Building Technology,Africa,3060.42,3193.53,5265,1156,1877.22,1504.3,-187.99,Unchanged
312504,Automotive,Europe,2706.08,2786.25,6818,3762,1606.35,442.35,737.55,Unchanged
549391,Industrial,Asia-Pacific,1862.67,1614.8,7589,252,1908.52,1373.13,-1666.85,Improved
181035,Automotive,South America,3285.92,2975.39,5505,4243,651.99,1663.45,659.95,Improved
871169,Automotive,Europe,340.24,340.16,4546,649,1692.59,1863.96,-3216.39,Improved
317884,Consumer Goods,North America,1140.66,972.84,9608,2558,303.16,1856.65,-1186.97,Improved
249540,Industrial,North America,1186.56,1421.91,5492,1420,1591.65,1407.1,-1576.84,Unchanged
375584,Industrial,Asia-Pacific,2139.23,2358.87,8758,4646,509.18,419.31,1430.38,Unchanged
623272,Energy and Building Technology,Asia-Pacific,3246.78,3144.96,5556,340,2162.02,782.86,200.08,Improved
947751,Consumer Goods,South America,795.79,831.09,5469,169,2612.01,1988.98,-3769.9,Unchanged
463233,Automotive,Asia-Pacific,787.71,695.59,4411,2531,83.59,329.26,282.74,Improved
278759,Industrial,Asia-Pacific,4527.49,3986.58,6976,340,1530.87,1333.99,1121.72,Improved
384268,Consumer Goods,North America,2136.59,2123.95,6046,2942,2718.2,1980.69,-2574.94,Improved
925189,Energy and Building Technology,Africa,4733.32,4140.9,4987,1269,356.69,242.4,3541.81,Improved
149076,Automotive,Asia-Pacific,702.36,768.73,9890,4308,2789.57,1702.09,-3722.93,Unchanged
825069,Automotive,Europe,1306.18,1407.33,6345,2491,1209.8,1507.37,-1309.84,Unchanged
445639,Consumer Goods,Asia-Pacific,1665.59,1997.48,4668,4606,1610.02,970.77,-583.31,Unchanged
404927,Automotive,Europe,248.89,249.96,1528,2450,2964.98,549.79,-3264.81,Unchanged
739431,Industrial,Europe,1371.91,1349.48,7765,270,1061.24,1717.68,-1429.44,Improved
398957,Consumer Goods,Asia-Pacific,3117.78,2831.2,8165,2270,1862.86,720.08,248.26,Improved
892653,Automotive,Europe,4871.45,5131.97,8464,4045,2063.43,1445.36,1623.18,Unchanged
346485,Industrial,Asia-Pacific,722.02,589.2,6712,2431,1315.91,646.88,-1373.59,Improved
410012,Energy and Building Technology,South America,3322.15,3121.09,2862,4162,99.33,1235.61,1786.15,Improved
230015,Consumer Goods,Asia-Pacific,2691.98,2951.55,9897,4485,532.75,82.02,2336.78,Unchanged
246634,Consumer Goods,North America,706.93,633.18,3885,3628,2357.58,725.05,-2449.45,Improved
299221,Industrial,North America,574.83,529.85,2429,2929,495.48,1706.69,-1672.32,Improved
849263,Energy and Building Technology,South America,4503.7,4671.68,2504,2240,137.75,233.67,4300.26,Unchanged
256591,Industrial,Europe,2915.59,3253.92,6263,3012,2743.94,742.21,-232.23,Unchanged
911320,Energy and Building Technology,South America,2292.19,2484.71,8477,1661,2789.78,1361.51,-1666.58,Unchanged
146989,Energy and Building Technology,South America,1014.49,1193.82,9253,4638,458.08,1625.98,-890.24,Unchanged
801610,Industrial,North America,3039.65,2961.9,2765,1920,1643.92,333.35,984.63,Improved
314640,Energy and Building Technology,Asia-Pacific,2429.73,2206.28,7046,3957,2756.31,522.01,-1072.04,Improved
799956,Energy and Building Technology,North America,3927.37,3211.1,2856,916,1314.89,392.69,1503.52,Improved
506984,Consumer Goods,North America,1358.63,1378.97,3056,3456,882.77,960.54,-464.34,Unchanged
966275,Consumer Goods,South America,3038.61,2849.12,2197,3734,2348.43,1423.3,-922.61,Improved
316511,Industrial,North America,1518.84,1567.28,5361,806,1399,343.91,-175.63,Unchanged
581243,Energy and Building Technology,South America,998.3,836.66,2440,1967,589.51,124.03,123.12,Improved
128459,Automotive,Africa,2070.63,1657.19,2644,2181,624.95,584.5,447.74,Improved
729214,Industrial,North America,2958.82,3314.43,6563,3122,2129.86,579.35,605.22,Unchanged
991026,Automotive,South America,622.69,738.62,8666,4254,467.76,155.34,115.52,Unchanged
834988,Consumer Goods,Asia-Pacific,2484.57,2886.96,2961,3375,2598.34,1766.13,-1477.51,Unchanged
623391,Consumer Goods,South America,2432.67,2302.84,5609,3564,675.21,964.49,663.14,Improved
679608,Automotive,North America,593.98,584.18,7355,1890,2046.85,983.54,-2446.21,Improved
746803,Automotive,North America,348.19,287.76,9276,4382,2905.44,144.3,-2761.98,Improved
248213,Consumer Goods,Asia-Pacific,1505.53,1296.92,1361,1671,1865.35,830.71,-1399.14,Improved
810181,Consumer Goods,North America,3929.65,3757.95,3138,715,150.86,256.22,3350.87,Improved
493652,Energy and Building Technology,Asia-Pacific,107.87,90.77,8710,2557,1124.48,855.08,-1888.79,Improved
185157,Industrial,Asia-Pacific,4800.01,4455.69,7566,523,1798.9,1875.42,781.37,Improved
507399,Automotive,Africa,2008.57,2319.87,6133,3826,2573.4,315.78,-569.31,Unchanged
408022,Automotive,South America,3517.74,3710.89,4332,2052,1484.22,179.93,2046.74,Unchanged
194286,Industrial,South America,2698,2280.83,9958,3185,644.31,1702.53,-66.01,Improved
789419,Energy and Building Technology,South America,875.06,746.8,6843,2526,1071.68,541.97,-866.85,Improved
801215,Energy and Building Technology,Europe,668.58,552.08,5992,984,536.25,888.57,-872.74,Improved
353573,Automotive,South America,2016.73,1838.99,3327,3891,2388.53,698.27,-1247.81,Improved
595991,Industrial,Africa,990.03,839.46,9374,4053,2697.65,1875.62,-3733.81,Improved
670626,Energy and Building Technology,South America,1549.57,1849.53,2016,800,2202.45,1299.59,-1652.51,Unchanged
138811,Automotive,Asia-Pacific,4767.02,5066.73,4791,4694,344.32,1751.73,2970.68,Unchanged
161347,Industrial,Africa,4069.57,4815.37,1851,1799,837.6,177.31,3800.46,Unchanged
776331,Energy and Building Technology,Africa,2158.34,2200.31,1264,4004,151.39,1745.36,303.56,Unchanged
746445,Consumer Goods,South America,2884.94,3203.22,6096,2939,95.53,1727.67,1380.02,Unchanged
739933,Industrial,Europe,4355.99,4053.44,7274,1784,2178.91,1754.44,120.09,Improved
782988,Industrial,North America,3256.77,2618.3,8205,1422,750.3,180.42,1687.58,Improved
163567,Industrial,North America,3967.67,4000.03,6848,1243,473.05,851.03,2675.95,Unchanged
862893,Industrial,Europe,661.11,582.46,3757,2192,1594.35,1833.08,-2844.97,Improved
765480,Automotive,Europe,2945.96,2939.48,4633,236,1511.66,1362.51,65.31,Improved
962060,Energy and Building Technology,Europe,1978.91,1973.45,5044,3227,97.72,1097.02,778.71,Improved
771968,Industrial,Europe,3929.65,3262.96,3211,4406,1297.84,1607.47,357.65,Improved
306883,Consumer Goods,Europe,533.77,622.36,4285,3791,1838.01,1660.12,-2875.77,Unchanged
166902,Automotive,Asia-Pacific,1957.75,1808.39,7543,3713,934.05,1520.75,-646.41,Improved
662375,Automotive,South America,2290.06,2462.59,2635,3771,2796.41,1536.79,-1870.61,Unchanged
321058,Consumer Goods,Asia-Pacific,477.11,509.62,3859,2703,1596.72,33.9,-1121,Unchanged
112316,Energy and Building Technology,Africa,1109.67,1101.39,3854,1562,1481.8,605.99,-986.4,Improved
782422,Consumer Goods,Europe,885.83,978.85,7532,2726,722.72,1540.68,-1284.55,Unchanged
960315,Industrial,Africa,3278.31,3676.29,7853,1592,2150.34,220.63,1305.32,Unchanged
974658,Automotive,Africa,1356.07,1420.17,1739,3320,92.68,352.36,975.13,Unchanged
789019,Energy and Building Technology,Asia-Pacific,999.25,1007.69,9296,2991,335.19,120.97,551.53,Unchanged
374097,Industrial,Africa,1495.43,1227.75,5046,507,1059.41,1602.3,-1433.96,Improved
122811,Energy and Building Technology,Europe,3355.53,3903.33,9699,3590,1298.01,1243.35,1361.97,Unchanged
663953,Automotive,North America,3862.85,3172.63,1826,3732,1128.39,1417.92,626.32,Improved
701102,Industrial,Asia-Pacific,719.42,668.56,2996,2041,783.26,218.41,-333.11,Improved
604861,Automotive,South America,4357.58,4295.14,8599,2047,517.46,83.27,3694.41,Improved
999095,Industrial,South America,4459.72,4782.47,4531,3687,394.74,642.95,3744.78,Unchanged
821156,Industrial,South America,2050.85,2325.54,7539,2381,1832.49,298.99,194.06,Unchanged
225901,Consumer Goods,Africa,1090.59,886.32,6954,331,1004.95,1914.5,-2033.13,Improved
889316,Consumer Goods,North America,1580.63,1573.32,4171,4662,2396.59,1347.88,-2171.15,Improved
222685,Energy and Building Technology,Africa,768.46,809.17,3537,3353,2040.9,1808.29,-3040.02,Unchanged
743764,Industrial,Asia-Pacific,3650.2,3258.74,6693,4856,1754.76,1792.06,-288.08,Improved
787788,Industrial,North America,4302.19,3487.71,2437,970,503.05,312.79,2671.87,Improved
306180,Industrial,Europe,3960.09,3510.82,6749,4695,1351.79,207.3,1951.73,Improved
499747,Industrial,Asia-Pacific,4506.63,3611.89,6491,2424,2494.67,1001.62,115.6,Improved
466649,Industrial,Europe,4998.62,5194.56,9243,3397,2480.4,789.41,1924.75,Unchanged
771636,Automotive,Europe,4349.77,4282.52,6254,1223,2387.97,1094.69,799.86,Improved
170220,Automotive,Africa,1363.48,1617.39,1661,4936,2363.34,40.22,-786.17,Unchanged
391181,Consumer Goods,Africa,2931.15,2487.12,9098,1657,1348.92,665.06,473.14,Improved
253870,Energy and Building Technology,Europe,2385.03,2048.85,1584,4593,638.44,150.19,1260.22,Improved
278519,Industrial,South America,566.79,482.23,7172,259,1597.05,1800.53,-2915.35,Improved
527760,Energy and Building Technology,South America,1992.12,1759.26,1718,3562,689.85,1838.71,-769.3,Improved
193650,Automotive,North America,3775.64,4368.22,8665,3632,1832.88,747.53,1787.81,Unchanged
622888,Consumer Goods,South America,845.65,1000.87,2231,235,310.15,1706.67,-1015.95,Unchanged
909514,Industrial,Europe,2305.22,1919.21,9897,1618,533.01,406.08,980.12,Improved
667349,Automotive,North America,3613.93,3151.98,5964,4205,511.57,518.17,2122.24,Improved
937595,Industrial,North America,3871.59,3487.44,8233,1522,1348.67,1821.32,317.45,Improved
469982,Industrial,Europe,3246.34,3536.03,7201,4382,2412.01,32.86,1091.16,Unchanged
498682,Consumer Goods,South America,4671.79,4026.76,9076,3855,2086.49,784.65,1155.62,Improved
252436,Industrial,Asia-Pacific,4274.34,4716.01,6058,3212,2351.4,274.43,2090.18,Unchanged
954435,Industrial,Europe,2319.48,2162.44,2988,1199,1926.6,1049.87,-814.03,Improved
881625,Industrial,Asia-Pacific,1920.28,2294.15,2184,1535,1132.69,672.93,488.53,Unchanged
544647,Automotive,South America,1896.18,1770.04,8440,744,2273.65,968.83,-1472.44,Improved
114739,Industrial,North America,2176.63,2331.2,5103,2995,208.19,1580.58,542.43,Unchanged
198082,Consumer Goods,Asia-Pacific,1994.1,2005.9,7877,1521,1056.53,1795.9,-846.53,Unchanged
752526,Industrial,Africa,1818.47,1565.04,5404,318,1668,363.45,-466.41,Improved
865025,Energy and Building Technology,Europe,3440.47,3795.9,5990,4598,800.5,969.65,2025.75,Unchanged
642936,Energy and Building Technology,Asia-Pacific,3133.11,3407.12,7250,1219,117.02,622.38,2667.72,Unchanged
934325,Consumer Goods,South America,4889.46,4434.04,5153,2674,1718.97,1844.24,870.83,Improved
946065,Energy and Building Technology,Asia-Pacific,4717.52,4736.05,5232,4012,665.46,44.65,4025.94,Unchanged
416840,Energy and Building Technology,Europe,4141.01,3506.81,4549,1837,2315.07,741.33,450.41,Improved
320303,Consumer Goods,Africa,542.59,538.72,1415,3868,1130.24,612.41,-1203.93,Improved
882026,Automotive,South America,212.19,233.38,5120,120,2562.95,1589.64,-3919.21,Unchanged
912295,Energy and Building Technology,Africa,2651.58,2674.45,5133,1451,1741.43,975.22,-42.2,Unchanged
151579,Automotive,Asia-Pacific,1056.38,916.02,1841,4694,445.79,1017.75,-547.52,Improved
549695,Automotive,Africa,3374.48,3882.12,5959,4215,894.18,1235.18,1752.76,Unchanged
424805,Automotive,Europe,3741.35,4480.68,7493,4458,2746.44,1673.11,61.13,Unchanged
799467,Consumer Goods,South America,1742.56,1602.65,3457,3672,2063.43,1837.74,-2298.52,Improved
583324,Industrial,Asia-Pacific,2008.99,2245.18,6556,4838,2321.75,778.03,-854.6,Unchanged
989762,Energy and Building Technology,Asia-Pacific,1989.94,2378.11,4161,2719,1862.72,1582.83,-1067.44,Unchanged
262491,Energy and Building Technology,Africa,995.45,899.81,5480,330,2232.35,1008.88,-2341.42,Improved
700060,Industrial,Africa,3594.74,3854.66,4290,1831,1932.74,948.7,973.22,Unchanged
738639,Energy and Building Technology,North America,2079.66,1803.75,1698,4902,2034.05,1114.3,-1344.6,Improved
372802,Consumer Goods,Asia-Pacific,1545.31,1293.86,4204,950,2926.67,674.28,-2307.09,Improved
722801,Industrial,Europe,3560.83,2998.02,1030,164,2083.74,1612.3,-698.02,Improved
427073,Energy and Building Technology,Africa,2638.92,2934.54,9972,2537,2799.82,1653.05,-1518.33,Unchanged
805953,Industrial,North America,835.24,976.93,5272,4303,1610.6,1728.78,-2362.45,Unchanged
236027,Consumer Goods,North America,4370.06,3894.21,5110,2559,145.18,1195.62,2553.41,Improved
953967,Consumer Goods,North America,4638.61,5246.5,3761,2429,1550.89,656.07,3039.54,Unchanged
625943,Consumer Goods,Europe,535.14,611.5,3496,4454,1907.87,1700.01,-2996.38,Unchanged
976996,Automotive,North America,1576.28,1883.06,4281,1955,716.24,223.52,943.3,Unchanged
706414,Automotive,North America,4648.84,3867.17,1351,2232,613.68,41.85,3211.64,Improved
737478,Consumer Goods,North America,2470.24,2206.79,4660,1842,2296.28,1653.29,-1742.78,Improved
750125,Automotive,Africa,1990.66,2105.23,7094,2355,684,393.47,1027.76,Unchanged
825682,Energy and Building Technology,Africa,4087.59,3402.3,3153,1812,1690.17,1609.11,103.02,Improved
573734,Energy and Building Technology,North America,822.92,842.18,5632,2370,2569.15,1671.87,-3398.84,Unchanged
453652,Energy and Building Technology,Africa,1933.3,1748.85,8675,366,2760.85,555.11,-1567.11,Improved
485173,Consumer Goods,Europe,2044.24,2001.42,6887,4038,1089.13,548.1,364.19,Improved
517966,Consumer Goods,North America,453.23,418.36,6839,3451,1353.6,1880.29,-2815.53,Improved
540188,Energy and Building Technology,South America,2517.23,2468.04,6033,1765,1083.18,1441.9,-57.04,Improved
615863,Consumer Goods,Africa,601.92,605.34,8981,3842,1430.18,306.83,-1131.67,Unchanged
918602,Consumer Goods,South America,2997.88,3032.1,4816,2686,2983.7,1925.97,-1877.57,Unchanged
538741,Industrial,Asia-Pacific,4527.29,4228.42,8560,2379,841.35,762.82,2624.25,Improved
496359,Energy and Building Technology,Africa,4180.38,3741.85,4618,3768,324.57,631.5,2785.78,Improved
300439,Energy and Building Technology,North America,2113,1949.12,8992,1047,2828.35,1700.9,-2580.13,Improved
556107,Energy and Building Technology,Africa,2916.36,3017.95,9283,2736,2074.7,231.57,711.68,Unchanged
666338,Energy and Building Technology,North America,4600.45,5437.43,3218,373,158.9,873.44,4405.09,Unchanged
678983,Industrial,Asia-Pacific,3614.54,3471.93,8946,3255,466.88,1881.16,1123.89,Improved
997919,Energy and Building Technology,South America,2213.46,2607.6,1279,2082,2956.66,1764.43,-2113.49,Unchanged
721110,Automotive,Asia-Pacific,3393.13,3163.6,6623,4089,1969.08,1699.89,-505.37,Improved
255986,Industrial,Europe,3836.76,4571.53,3527,1677,1825.2,728.74,2017.59,Unchanged
879208,Energy and Building Technology,Africa,2727.3,2718.21,7541,1074,2195.43,326.44,196.34,Improved
977203,Industrial,Europe,3602.2,3342.89,2924,2801,1807.99,1987.02,-452.12,Improved
340816,Consumer Goods,Africa,3465.82,3051.95,1405,3289,68.77,1392.82,1590.36,Improved
137497,Energy and Building Technology,Europe,4318.14,5069.48,4809,1633,363.74,812.83,3892.91,Unchanged
936665,Automotive,Africa,2595.04,2300.91,4589,1813,2827.14,1709.18,-2235.41,Improved
310201,Energy and Building Technology,Asia-Pacific,522.5,532.02,7180,1341,721.74,1284.11,-1473.83,Unchanged
636689,Industrial,Europe,647.15,591.26,1204,2024,2052.58,1855.84,-3317.16,Improved
619344,Consumer Goods,Europe,3598.88,3816.08,6673,2777,2446.13,1342.45,27.5,Unchanged
221138,Industrial,North America,3971.13,4623.02,9285,2566,2703.03,958.26,961.73,Unchanged
353580,Industrial,North America,2718.72,2288.92,1005,3905,588.71,605.32,1094.89,Improved
348866,Consumer Goods,Asia-Pacific,543.07,566.46,2559,4032,2140.35,1751.74,-3325.63,Unchanged
891058,Energy and Building Technology,Africa,435.67,416.26,2988,1707,862.03,1179.76,-1625.53,Improved
734023,Automotive,Asia-Pacific,4592.44,4856.93,2195,4416,2274.9,1472.04,1109.99,Unchanged
304777,Automotive,South America,1001.5,938.58,9037,2077,731.36,733.77,-526.55,Improved
721763,Energy and Building Technology,North America,3164.76,3710.4,4986,2079,566.75,252.99,2890.66,Unchanged
217642,Energy and Building Technology,Africa,1751.16,1904.95,3644,2842,2105.07,1105.16,-1305.28,Unchanged
897780,Energy and Building Technology,Europe,1777.81,1857.77,9213,2211,1265.31,83.83,508.63,Unchanged
505536,Automotive,Europe,1423.77,1189.08,3509,467,748.6,199.14,241.34,Improved
922609,Energy and Building Technology,Africa,3345.01,3798.72,3058,2715,382.79,1046.63,2369.3,Unchanged
117951,Energy and Building Technology,Africa,614.53,505.34,2371,1904,2610.14,524.41,-2629.21,Improved
290287,Consumer Goods,South America,2096.61,2346.17,3411,2838,599.01,1166.48,580.68,Unchanged
521945,Industrial,Europe,3003.61,2403.3,8569,4258,1931.37,1144.22,-672.29,Improved
616382,Industrial,South America,3736.72,4445.47,2038,1225,535.11,583.31,3327.05,Unchanged
566896,Energy and Building Technology,South America,2316.34,2677.67,9946,1248,368.97,381.35,1927.35,Unchanged
280955,Automotive,South America,4540.8,4228.86,1780,796,885.32,286.29,3057.25,Improved
567265,Industrial,Europe,3379.64,3798.56,3052,1454,1111.09,785.82,1901.65,Unchanged
554703,Automotive,South America,3340.71,3612.22,5186,4717,650.09,26.84,2935.29,Unchanged
424374,Industrial,Asia-Pacific,389.83,420.96,1066,3259,2760.75,728.38,-3068.17,Unchanged
607059,Energy and Building Technology,North America,2642.19,2821.23,8775,2259,2810,1904.98,-1893.75,Unchanged
140272,Consumer Goods,North America,4732,4365.79,5679,991,1181.67,369.86,2814.26,Improved
642567,Industrial,Africa,1206.77,1022.05,3471,4678,2750.53,1990.32,-3718.8,Improved
937113,Industrial,Asia-Pacific,3629.76,3129.9,3747,369,716.92,985.65,1427.33,Improved
430012,Energy and Building Technology,North America,1525,1298.26,2672,3376,709.82,1781.96,-1193.52,Improved
